,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
318768,2024-12-12 17:33:20,12036.41,,,71.11,40,,27.88,,,,,,,,,,,,
318770,2024-12-12 17:33:22,12036.41,,,,,,,29,,,,,,,,,,,
318771,2024-12-12 17:33:22,12044.4,,,,,,,29,,,,,,,,,,,
318773,2024-12-12 17:33:25,12036.51,,,72.15,40.05,,27.97,,,,,,,,,,,,
318780,2024-12-12 17:33:30,12036.61,,,72.62,39.93,,28.08,,,,,,,,,,,,
318787,2024-12-12 17:33:35,12036.71,,,72.54,39.96,,27.95,,,,,,,,,,,,
318789,2024-12-12 17:33:37,12036.71,,,,,,,26,,,,,,,,,,,
318794,2024-12-12 17:33:40,12036.81,,,72.31,40.04,,27.97,,,,,,,,,,,,
318799,2024-12-12 17:33:45,12036.91,,,72.01,39.9,,27.73,,,,,,,,,,,,
318800,2024-12-12 17:33:47,12036.91,,,,,,,28.8,,,,,,,,,,,
318803,2024-12-12 17:33:49,12036.91,,,,,,,,,,40.48,,,2.13,1.9,,,,
318804,2024-12-12 17:33:50,12037.02,,,72.42,39.95,0,28.02,,,,,,,,,,,,
318805,2024-12-12 17:33:50,12037.02,,,72.42,39.95,0,28.02,,,,,,,,,,,,
318806,2024-12-12 17:33:51,12037.02,,,,,,,,,,,,,,,26.67,,,
318811,2024-12-12 17:33:55,12037.12,,,73.01,40.22,0,28.11,,,,,,,,,,,,
318820,2024-12-12 17:34:00,12037.22,,,73.71,40.2,,28.02,,,,,,,,,,,,
318821,2024-12-12 17:34:02,12037.22,,,,,,,29,,,,,,,,,,,
318826,2024-12-12 17:34:05,12037.32,,,73.5,40.01,,27.99,,,,,,,,,,,,
318827,2024-12-12 17:34:06,12037.32,,,,,,,,,,,,,,,27.73,,,
318828,2024-12-12 17:34:06,12045.26,,,,,,,,,,,,,,,27.73,,,
318832,2024-12-12 17:34:09,12045.26,,,,,,,,,,38.6,,,1.77,1.81,,,,
318834,2024-12-12 17:34:10,12037.42,,,73,39.91,,27.66,,,,,,,,,,,,
318836,2024-12-12 17:34:12,12037.42,,,,,,,26.6,,,,,,,,,,,
318839,2024-12-12 17:34:15,12037.53,,,72.84,39.95,,27.82,,,,,,,,,,,,
318840,2024-12-12 17:34:15,12037.53,,,72.84,39.95,,27.82,,,,,,,,,,,,
318846,2024-12-12 17:34:20,12037.64,,,73.78,40,,27.56,,,,,,,,,,,,
318849,2024-12-12 17:34:22,12037.64,,,,,,,31.8,,,,,,,,,,,
318854,2024-12-12 17:34:26,12037.75,,,75.8,39.99,,27.73,,,,,,,,,,,,
318858,2024-12-12 17:34:29,12045.62,,,,,,,,,,40.74,,,1.54,1.9,,,,
318860,2024-12-12 17:34:30,12037.87,,,78.29,39.92,,27.54,,,,,,,,,,,,
318866,2024-12-12 17:34:35,12037.99,,,80.83,40.14,,27.95,,,,,,,,,,,,
318872,2024-12-12 17:34:40,12038.11,,,82.68,40,,27.8,,,,,,,,,,,,
318875,2024-12-12 17:34:42,12038.11,,,,,,,27.2,,,,,,,,,,,
318878,2024-12-12 17:34:45,12038.23,,,84.01,40.02,,27.73,,,,,,,,,,,,
318883,2024-12-12 17:34:49,12004.95,,,,,,,,,,39.36,,,1.54,1.81,,,,
318885,2024-12-12 17:34:49,12045.95,,,,,,,,,,39.36,,,1.54,1.81,,,,
318888,2024-12-12 17:34:50,12038.35,,,84.82,39.95,,27.82,,,,,,,,,,,,
318892,2024-12-12 17:34:55,12038.47,,,85.69,39.98,,27.78,,,,,,,,,,,,
318893,2024-12-12 17:34:57,12038.47,,,,,,,32.2,,,,,,,,,,,
318894,2024-12-12 17:34:57,12046.1,,,,,,,32.2,,,,,,,,,,,
318897,2024-12-12 17:35:00,12038.59,,,86.46,40.01,,28.01,,,,,,,,,,,,
318902,2024-12-12 17:35:05,12038.71,,,86.8,40.03,,27.91,,,,,,,,,,,,
318903,2024-12-12 17:35:07,12038.71,,,,,,,27.6,,,,,,,,,,,
318905,2024-12-12 17:35:09,11996.26,,,,,,,,,,39.5,,,1.69,,,,,
318907,2024-12-12 17:35:09,12038.71,,,,,,,,,,39.5,,,1.69,,,,,
318909,2024-12-12 17:35:09,12046.26,,,,,,,,,,39.5,,,1.69,,,,,
318912,2024-12-12 17:35:10,12038.83,,,86.86,40.07,,28.06,,,,,,,,,,,,
318918,2024-12-12 17:35:15,12038.95,,,86.69,40.02,,27.94,,,,,,,,,,,,
318921,2024-12-12 17:35:17,12038.95,,,,,,,28.2,,,,,,,,,,,
318925,2024-12-12 17:35:20,12039.06,,,86.59,40.12,,28.2,,,,,,,,,,,,
318926,2024-12-12 17:35:21,12039.06,,,,,,,,,,,,,,,,,1.18,2.16
318931,2024-12-12 17:35:25,12039.18,,,86.05,40.01,,28.07,,,,,,,,,,,,
318932,2024-12-12 17:35:25,12039.18,,,86.05,40.01,,28.07,,,,,,,,,,,,
318933,2024-12-12 17:35:27,12039.18,,,,,,,26.4,,,,,,,,,,,
318936,2024-12-12 17:35:29,12039.18,,,,,,,,,,41.22,,,1.69,,,,,
318938,2024-12-12 17:35:29,12046.58,,,,,,,,,,41.22,,,1.69,,,,,
318941,2024-12-12 17:35:31,12039.3,,,85.2,39.91,,28.32,,,,,,,,,,,,
318947,2024-12-12 17:35:35,12039.41,,,83.78,40.03,,28.2,,,,,,,,,,,,
318949,2024-12-12 17:35:37,12039.41,,,,,,,28.4,,,,,,,,,,,
318952,2024-12-12 17:35:40,12039.51,,,82.29,39.99,,28.23,,,,,,,,,,,,
318957,2024-12-12 17:35:45,12039.62,,,80.33,40.02,,28.22,,,,,,,,,,,,
318959,2024-12-12 17:35:47,12039.62,,,,,,,25.8,,,,,,,,,,,
318961,2024-12-12 17:35:49,12039.62,,,,,,,,,,40.86,,,1.62,,,,,
318963,2024-12-12 17:35:49,12046.91,,,,,,,,,,40.86,,,1.62,,,,,
318965,2024-12-12 17:35:50,12039.72,,,78.47,39.97,0,27.89,,,,,,,,,,,,
318972,2024-12-12 17:35:55,12039.82,,,76.65,40.11,0,28.1,,,,,,,,,,,,
318973,2024-12-12 17:35:57,12047.06,,,,,,,28.4,,,,,,,,,,,
318976,2024-12-12 17:36:00,12039.93,,,75.28,40.03,,27.92,,,,,,,,,,,,
318979,2024-12-12 17:36:02,12039.93,,,,,,,27.2,,,,,,,,,,,
318982,2024-12-12 17:36:05,12040.03,,,74.62,40.08,,28.11,,,,,,,,,,,,
318984,2024-12-12 17:36:07,12047.21,,,,,,,29.2,,,,,,,,,,,
318987,2024-12-12 17:36:09,12040.03,,,,,,,,,,38.24,,,1.77,,,,,
318988,2024-12-12 17:36:10,12040.13,,,74.18,40,,27.96,,,,,,,,,,,,
318995,2024-12-12 17:36:15,12040.23,,,74.24,40,,28.15,,,,,,,,,,,,
318997,2024-12-12 17:36:17,12040.23,,,,,,,29.4,,,,,,,,,,,
319002,2024-12-12 17:36:21,12040.33,,,,,,,,,,,,,,,,,1,2.13
319003,2024-12-12 17:36:21,12040.33,,,74.04,39.88,,28.01,,,,,,,,,,,1,2.13
319004,2024-12-12 17:36:21,12047.4,,,,,,,,,,,,,,,,,1,2.13
319009,2024-12-12 17:36:25,12040.44,,,73.85,39.89,,28.09,,,,,,,,,,,,
319010,2024-12-12 17:36:27,12040.44,,,,,,,26.6,,,,,,,,,,,
319012,2024-12-12 17:36:29,12040.44,,,,,,,,,,40.36,,,1.62,1.81,,,,
319013,2024-12-12 17:36:30,12040.54,,,73.39,39.9,,28.07,,,,,,,,,,,,
319016,2024-12-12 17:36:32,12006.52,,,,,,,27.6,,,,,,,,,,,
319019,2024-12-12 17:36:35,12040.63,,,72.79,40.02,,28.11,,,,,,,,,,,,
319021,2024-12-12 17:36:37,12040.63,,,,,,,27.2,,,,,,,,,,,
319026,2024-12-12 17:36:40,12040.73,,,72.29,40.06,,28.09,,,,,,,,,,,,
319029,2024-12-12 17:36:42,12040.73,,,,,,,27,,,,,,,,,,,
319034,2024-12-12 17:36:45,12040.83,,,71.82,40.01,,27.9,,,,,,,,,,,,
319041,2024-12-12 17:36:50,12040.93,,,71.47,40.15,,28.06,,,,,,,,,,,,
319044,2024-12-12 17:36:52,12040.93,,,,,,,33,,,,,,,,,,,
319046,2024-12-12 17:36:55,12041.03,,,71.23,40.04,,27.84,,,,,,,,,,,,
319052,2024-12-12 17:37:00,12041.13,,,71.23,40.08,,28.04,,,,,,,,,,,,
319053,2024-12-12 17:37:00,12041.13,,,71.23,40.08,,28.04,,,,,,,,,,,,
319058,2024-12-12 17:37:02,12041.13,,,,,,,28,,,,,,,,,,,
319062,2024-12-12 17:37:05,12041.23,,,71.37,39.97,,27.81,,,,,,,,,,,,
319063,2024-12-12 17:37:06,12041.23,,,,,,,,,,,,,,,28.8,,,
319071,2024-12-12 17:37:10,12041.34,,,71.85,39.96,,28.03,,,,,,,,,,,,
319074,2024-12-12 17:37:12,12041.34,,,,,,,29,,,,,,,,,,,
319076,2024-12-12 17:37:15,12041.44,,,72.31,40,,27.95,,,,,,,,,,,,
319078,2024-12-12 17:37:17,12048.11,,,,,,,31,,,,,,,,,,,
319081,2024-12-12 17:37:20,12041.54,,,72.85,40.1,,27.83,,,,,,,,,,,,
319082,2024-12-12 17:37:21,12048.18,,,,,,,,,,,,,,,29.87,,1.07,1.94
319083,2024-12-12 17:37:22,12041.54,,,,,,,31.2,,,,,,,,,,,
319086,2024-12-12 17:37:25,12041.64,,,73.26,40.1,,27.98,,,,,,,,,,,,
319097,2024-12-12 17:37:30,12041.75,,,73.63,40.07,,27.73,,,,,,,,,,,,
319098,2024-12-12 17:37:30,12041.75,,,73.63,40.07,,27.73,,,,,,,,,,,,
319100,2024-12-12 17:37:32,12041.75,,,,,,,28.4,,,,,,,,,,,
319104,2024-12-12 17:37:35,12041.85,,,74.29,39.94,,28.16,,,,,,,,,,,,
319105,2024-12-12 17:37:36,12041.85,,,,,,,,,,,,,,,29.87,,,
319108,2024-12-12 17:37:40,12041.95,,,74.67,39.95,,28,,,,,,,,,,,,
319110,2024-12-12 17:37:42,12041.95,,,,,,,30.8,,,,,,,,,,,
319113,2024-12-12 17:37:45,12042.06,,,74.85,40,,28.14,,,,,,,,,,,,
319121,2024-12-12 17:37:50,12042.16,,,74.28,40.05,,28.13,,,,,,,,,,,,
319123,2024-12-12 17:37:51,12048.6,,,,,,,,,,,,,,,28.8,,,
319124,2024-12-12 17:37:52,12042.16,,,,,,,25.2,,,,,,,,,,,
319128,2024-12-12 17:37:55,12042.26,,,73.55,39.92,0,28.16,,,,,,,,,,,,
319133,2024-12-12 17:38:00,12042.35,,,72.68,40,0,27.85,,,,,,,,,,,,
319137,2024-12-12 17:38:02,12042.35,,,,,,,23.6,,,,,,,,,,,
319139,2024-12-12 17:38:05,12042.45,,,72.06,39.98,,28.1,,,,,,,,,,,,
319140,2024-12-12 17:38:06,12042.45,,,,,,,,,,,,,,,27.73,,,
319146,2024-12-12 17:38:10,12042.55,,,71.55,39.84,,28.05,,,,,,,,,,,,
319152,2024-12-12 17:38:15,12042.65,,,71.26,40.06,,27.99,,,,,,,,,,,,
319159,2024-12-12 17:38:20,12042.74,,,70.79,39.99,,28.06,,,,,,,,,,,,
319160,2024-12-12 17:38:21,12042.74,,,,,,,,,,,,,,,26.67,,1,1.81
319161,2024-12-12 17:38:21,12048.98,,,,,,,,,,,,,,,26.67,,1,1.81
319162,2024-12-12 17:38:22,12048.98,,,,,,,30,,,,,,,,,,,
319165,2024-12-12 17:38:25,12042.84,,,70.35,40.05,,28.03,,,,,,,,,,,,
319172,2024-12-12 17:38:30,12042.94,,,69.92,40.01,,28.02,,,,,,,,,,,,
319174,2024-12-12 17:38:32,12042.94,,,,,,,28.6,,,,,,,,,,,
319178,2024-12-12 17:38:35,12043.03,,,69.61,40.08,,27.9,,,,,,,,,,,,
319179,2024-12-12 17:38:36,12043.03,,,,,,,,,,,,,,,28.8,,,
319180,2024-12-12 17:38:37,12043.03,,,,,,,27.2,,,,,,,,,,,
319183,2024-12-12 17:38:40,12043.13,,,69.5,40.01,,28.02,,,,,,,,,,,,
319192,2024-12-12 17:38:45,12043.22,,,69.31,40.11,,27.83,,,,,,,,,,,,
319194,2024-12-12 17:38:47,12043.22,,,,,,,30.6,,,,,,,,,,,
319198,2024-12-12 17:38:50,12043.32,,,69.38,40.1,,27.86,,,,,,,,,,,,
319199,2024-12-12 17:38:51,12008.37,,,,,,,,,,,,,,,26.67,,,
319200,2024-12-12 17:38:52,12043.32,,,,,,,27,,,,,,,,,,,
319201,2024-12-12 17:38:52,12049.37,,,,,,,27,,,,,,,,,,,
319203,2024-12-12 17:38:55,12043.42,,,69.54,40.14,,28.03,,,,,,,,,,,,
319204,2024-12-12 17:38:57,12043.42,,,,,,,32.4,,,,,,,,,,,
319207,2024-12-12 17:39:00,12043.52,,,69.74,40.05,,27.81,,,,,,,,,,,,
319209,2024-12-12 17:39:02,12049.49,,,,,,,26.8,,,,,,,,,,,
319212,2024-12-12 17:39:05,12043.62,,,70.13,40.05,,27.87,,,,,,,,,,,,
319214,2024-12-12 17:39:07,12043.62,,,,,,,31.8,,,,,,,,,,,
319216,2024-12-12 17:39:09,12043.62,,,,,,,,,,39.56,,,1.77,1.65,,,,
319218,2024-12-12 17:39:10,12043.72,,,70.57,40.01,,27.82,,,,,,,,,,,,
319220,2024-12-12 17:39:12,11999.62,,,,,,,26.6,,,,,,,,,,,
319221,2024-12-12 17:39:12,12049.62,,,,,,,26.6,,,,,,,,,,,
319224,2024-12-12 17:39:15,12043.82,,,71.28,39.81,,28.11,,,,,,,,,,,,
319225,2024-12-12 17:39:17,12043.82,,,,,,,27.8,,,,,,,,,,,
319228,2024-12-12 17:39:20,12043.92,,,71.75,40.08,,27.85,,,,,,,,,,,,
319229,2024-12-12 17:39:21,12043.92,,,,,,,,,,,,,,,27.73,,1.07,1.88
319230,2024-12-12 17:39:22,12049.76,,,,,,,27.2,,,,,,,,,,,
319232,2024-12-12 17:39:22,12049.76,,,,,,,27.2,,,,,,,,,,,
319235,2024-12-12 17:39:25,12044.02,,,72.17,40.01,,28.01,,,,,,,,,,,,
319238,2024-12-12 17:39:27,12044.02,,,,,,,28.6,,,,,,,,,,,
319240,2024-12-12 17:39:29,12044.02,,,,,,,,,,39.3,,,1.94,1.65,,,,
319242,2024-12-12 17:39:30,12044.12,,,72.19,40.01,,28.15,,,,,,,,,,,,
319244,2024-12-12 17:39:32,12049.89,,,,,,,28.2,,,,,,,,,,,
319248,2024-12-12 17:39:35,12044.21,,,71.91,39.97,,28.02,,,,,,,,,,,,
319249,2024-12-12 17:39:37,12008.95,,,,,,,27.8,,,,,,,,,,,
319250,2024-12-12 17:39:37,12044.21,,,,,,,27.8,,,,,,,,,,,
319253,2024-12-12 17:39:41,12044.31,,,71.23,39.95,,28.16,,,,,,,,,,,,
319254,2024-12-12 17:39:42,12044.31,,,,,,,25.8,,,,,,,,,,,
319255,2024-12-12 17:39:42,12050.01,,,,,,,25.8,,,,,,,,,,,
319258,2024-12-12 17:39:45,12044.4,,,70.03,40.11,,27.88,,,,,,,,,,,,
319265,2024-12-12 17:39:50,12044.5,,,69.23,39.93,,28.07,,,,,,,,,,,,
319267,2024-12-12 17:39:52,12044.5,,,,,,,29.8,,,,,,,,,,,
319268,2024-12-12 17:39:52,12050.13,,,,,,,29.8,,,,,,,,,,,
319271,2024-12-12 17:39:55,12044.6,,,68.58,40,0,27.79,,,,,,,,,,,,
319275,2024-12-12 17:40:00,12044.69,,,68.75,40,0,28.04,,,,,,,,,,,,
319276,2024-12-12 17:40:00,12044.69,,,68.75,40,0,28.04,,,,,,,,,,,,
319278,2024-12-12 17:40:02,12009.25,,,,,,,27.8,,,,,,,,,,,
319279,2024-12-12 17:40:02,12044.69,,,,,,,27.8,,,,,,,,,,,
319280,2024-12-12 17:40:02,12050.25,,,,,,,27.8,,,,,,,,,,,
319284,2024-12-12 17:40:05,12044.79,,,68.96,39.96,,27.95,,,,,,,,,,,,
319289,2024-12-12 17:40:09,12050.31,,,,,,,,,,40.56,,,1.94,,,,,
319291,2024-12-12 17:40:10,12044.88,,,69.29,40,,28.01,,,,,,,,,,,,
319292,2024-12-12 17:40:12,12044.88,,,,,,,26.4,,,,,,,,,,,
319293,2024-12-12 17:40:12,12050.38,,,,,,,26.4,,,,,,,,,,,
319296,2024-12-12 17:40:15,12044.98,,,69.34,40.04,,27.92,,,,,,,,,,,,
319303,2024-12-12 17:40:20,12045.07,,,69.19,39.93,,28.13,,,,,,,,,,,,
319304,2024-12-12 17:40:21,12045.07,,,,,,,,,,,,,,,,,1,2.27
319305,2024-12-12 17:40:22,12050.52,,,,,,,27.8,,,,,,,,,,,
319310,2024-12-12 17:40:25,12045.17,,,68.94,39.9,,28,,,,,,,,,,,,
319314,2024-12-12 17:40:29,12045.17,,,,,,,,,,40.96,,,2.13,,,,,
319316,2024-12-12 17:40:30,12045.26,,,68.55,39.96,,28.14,,,,,,,,,,,,
319318,2024-12-12 17:40:32,12050.66,,,,,,,25,,,,,,,,,,,
319323,2024-12-12 17:40:35,12045.35,,,68.16,39.96,,28.12,,,,,,,,,,,,
319325,2024-12-12 17:40:37,12045.35,,,,,,,26.2,,,,,,,,,,,
319328,2024-12-12 17:40:40,12045.44,,,67.51,40,,27.98,,,,,,,,,,,,
319331,2024-12-12 17:40:42,12045.44,,,,,,,23.4,,,,,,,,,,,
319335,2024-12-12 17:40:45,12045.54,,,67,40.02,,28.21,,,,,,,,,,,,
319337,2024-12-12 17:40:47,12045.54,,,,,,,27.2,,,,,,,,,,,
319342,2024-12-12 17:40:50,12045.62,,,66.23,40.12,,28.07,,,,,,,,,,,,
319344,2024-12-12 17:40:52,12009.95,,,,,,,23,,,,,,,,,,,
319345,2024-12-12 17:40:52,12045.62,,,,,,,23,,,,,,,,,,,
319349,2024-12-12 17:40:55,12045.71,,,65.39,39.92,,28.37,,,,,,,,,,,,
319350,2024-12-12 17:40:57,12045.71,,,,,,,28.8,,,,,,,,,,,
319354,2024-12-12 17:41:00,12045.79,,,64.14,40.1,,28.04,,,,,,,,,,,,
319361,2024-12-12 17:41:05,12045.87,,,62.75,39.85,,28.07,,,,,,,,,,,,
319363,2024-12-12 17:41:07,12045.87,,,,,,,27.2,,,,,,,,,,,
319367,2024-12-12 17:41:09,12045.87,,,,,,,,,,39.34,,,2.68,1.9,,,,
319368,2024-12-12 17:41:10,12045.95,,,61.42,40.1,,28.15,,,,,,,,,,,,
319374,2024-12-12 17:41:15,12046.03,,,60.18,39.95,,28.14,,,,,,,,,,,,
319375,2024-12-12 17:41:17,12046.03,,,,,,,23,,,,,,,,,,,
319378,2024-12-12 17:41:20,12046.1,,,59.28,40.09,,28.26,,,,,,,,,,,,
319380,2024-12-12 17:41:21,12046.1,,,,,,,,,,,,,,,17.07,,0.94,2.38
319386,2024-12-12 17:41:25,12046.18,,,58.19,39.97,,27.83,,,,,,,,,,,,
319388,2024-12-12 17:41:27,12046.18,,,,,,,28.6,,,,,,,,,,,
319389,2024-12-12 17:41:27,12051.43,,,,,,,28.6,,,,,,,,,,,
319392,2024-12-12 17:41:29,12046.18,,,,,,,,,,40.6,,,2.23,1.73,,,,
319394,2024-12-12 17:41:30,12046.26,,,57.09,40.05,,28.04,,,,,,,,,,,,
319399,2024-12-12 17:41:35,12046.33,,,56.05,39.95,,27.85,,,,,,,,,,,,
319401,2024-12-12 17:41:37,12046.33,,,,,,,27.2,,,,,,,,,,,
319404,2024-12-12 17:41:40,12046.41,,,55.19,40.04,,27.85,,,,,,,,,,,,
319410,2024-12-12 17:41:45,12046.49,,,55.1,39.93,,27.77,,,,,,,,,,,,
319412,2024-12-12 17:41:47,12046.49,,,,,,,27.4,,,,,,,,,,,
319414,2024-12-12 17:41:49,12046.49,,,,,,,,,,40.3,,,2.23,1.73,,,,
319416,2024-12-12 17:41:50,12046.58,,,55.5,39.84,,27.92,,,,,,,,,,,,
319417,2024-12-12 17:41:51,12046.58,,,,,,,,,,,,,,,28.8,,,
319418,2024-12-12 17:41:52,12051.78,,,,,,,30.2,,,,,,,,,,,
319421,2024-12-12 17:41:55,12046.66,,,56.48,40,,27.87,,,,,,,,,,,,
319422,2024-12-12 17:41:57,12046.66,,,,,,,27.2,,,,,,,,,,,
319425,2024-12-12 17:42:00,12046.74,,,57.67,39.95,0,27.98,,,,,,,,,,,,
319433,2024-12-12 17:42:05,12046.83,,,58.66,39.97,0,28,,,,,,,,,,,,
319434,2024-12-12 17:42:06,12051.97,,,,,,,,,,,,,,,25.6,,,
319435,2024-12-12 17:42:07,12046.83,,,,,,,30.2,,,,,,,,,,,
319437,2024-12-12 17:42:09,12046.83,,,,,,,,,,39.46,,,2.45,1.65,,,,
319438,2024-12-12 17:42:10,12046.91,,,59.31,39.9,,28.13,,,,,,,,,,,,
319447,2024-12-12 17:42:15,12046.98,,,59.27,40.07,,28.03,,,,,,,,,,,,
319448,2024-12-12 17:42:17,12046.98,,,,,,,30,,,,,,,,,,,
319452,2024-12-12 17:42:20,12047.06,,,58.68,39.87,,28.1,,,,,,,,,,,,
319453,2024-12-12 17:42:21,12047.06,,,,,,,,,,,,,,,26.67,,0.94,2.36
319459,2024-12-12 17:42:25,12047.13,,,57.75,40.06,,28.05,,,,,,,,,,,,
319462,2024-12-12 17:42:27,12047.13,,,,,,,25.8,,,,,,,,,,,
319464,2024-12-12 17:42:29,12047.13,,,,,,,,,,39.46,,,,1.73,,,,
319465,2024-12-12 17:42:30,12047.21,,,56.58,40.05,,28.04,,,,,,,,,,,,
319473,2024-12-12 17:42:35,12047.28,,,55.47,39.9,,28.41,,,,,,,,,,,,
319476,2024-12-12 17:42:37,12047.28,,,,,,,26,,,,,,,,,,,
319480,2024-12-12 17:42:40,12047.34,,,54.35,39.99,,28.21,,,,,,,,,,,,
319485,2024-12-12 17:42:45,12047.4,,,52.89,39.99,,28.27,,,,,,,,,,,,
319487,2024-12-12 17:42:47,12047.4,,,,,,,26.8,,,,,,,,,,,
319488,2024-12-12 17:42:47,12052.49,,,,,,,26.8,,,,,,,,,,,
319490,2024-12-12 17:42:49,12047.4,,,,,,,,,,40.76,,,2.45,1.81,,,,
319491,2024-12-12 17:42:50,12047.46,,,51.26,40.09,,27.99,,,,,,,,,,,,
319492,2024-12-12 17:42:51,12047.46,,,,,,,,,,,,,,,25.6,,,
319498,2024-12-12 17:42:55,12047.52,,,49.38,40.06,,27.99,,,,,,,,,,,,
319505,2024-12-12 17:43:00,12047.58,,,47.62,39.99,,27.96,,,,,,,,,,,,
319506,2024-12-12 17:43:00,12047.58,,,47.62,39.99,,27.96,,,,,,,,,,,,
319508,2024-12-12 17:43:02,12047.58,,,,,,,23.2,,,,,,,,,,,
319511,2024-12-12 17:43:05,12047.65,,,46.17,39.94,,27.83,,,,,,,,,,,,
319512,2024-12-12 17:43:05,12047.65,,,46.17,39.94,,27.83,,,,,,,,,,,,
319513,2024-12-12 17:43:06,12047.65,,,,,,,,,,,,,,,25.6,,,
319519,2024-12-12 17:43:10,12047.71,,,45.31,40.02,,27.94,,,,,,,,,,,,
319520,2024-12-12 17:43:12,12047.71,,,,,,,26,,,,,,,,,,,
319526,2024-12-12 17:43:15,12047.78,,,44.99,39.78,,27.79,,,,,,,,,,,,
319530,2024-12-12 17:43:20,12047.85,,,45.23,39.87,,27.88,,,,,,,,,,,,
319531,2024-12-12 17:43:21,12047.85,,,,,,,,,,,,,,,27.73,,0.94,2.36
319532,2024-12-12 17:43:21,12052.92,,,,,,,,,,,,,,,27.73,,0.94,2.36
319538,2024-12-12 17:43:25,12047.92,,,45.81,39.97,,28.01,,,,,,,,,,,,
319540,2024-12-12 17:43:27,12047.92,,,,,,,25.4,,,,,,,,,,,
319545,2024-12-12 17:43:29,12047.92,,,,,,,,,,41.12,,,3.23,1.9,,,,
319547,2024-12-12 17:43:30,12047.98,,,46.58,40.15,,27.96,,,,,,,,,,,,
319552,2024-12-12 17:43:35,12048.05,,,47.28,39.92,,27.97,,,,,,,,,,,,
319554,2024-12-12 17:43:37,12048.05,,,,,,,28,,,,,,,,,,,
319557,2024-12-12 17:43:40,12048.11,,,47.79,40,,28.01,,,,,,,,,,,,
319563,2024-12-12 17:43:45,12048.18,,,48.02,40,,27.93,,,,,,,,,,,,
319565,2024-12-12 17:43:47,12048.18,,,,,,,26.2,,,,,,,,,,,
319569,2024-12-12 17:43:50,12048.18,,,,,,,,,,39.7,,,3.54,1.98,,,,
319572,2024-12-12 17:43:50,12048.25,,,,,,,,,,39.7,,,3.54,1.98,,,,
319573,2024-12-12 17:43:50,12048.25,,,48.11,39.94,,27.91,,,,,,,,,,,,
319574,2024-12-12 17:43:50,12048.25,,,48.11,39.94,,27.91,,,,,,,,,,,,
319575,2024-12-12 17:43:50,12048.25,,,48.11,39.94,,27.91,,,,39.7,,,3.54,1.98,,,,
319576,2024-12-12 17:43:51,12048.25,,,,,,,,,,,,,,,26.67,,,
319581,2024-12-12 17:43:55,12048.32,,,48.1,39.81,,27.87,,,,,,,,,,,,
319582,2024-12-12 17:43:57,12048.32,,,,,,,24.8,,,,,,,,,,,
319590,2024-12-12 17:44:04,12048.39,,,48.17,39.98,,27.77,,,,,,,,,,,,
319592,2024-12-12 17:44:05,12048.46,,,,,0,,,,,,,,,,,,,
319593,2024-12-12 17:44:06,12048.46,,,,,,,,,,,,,,,26.67,,,
319599,2024-12-12 17:44:10,12048.53,,,,,,,,,,38.94,,,3.08,1.81,,,,
319600,2024-12-12 17:44:10,12048.53,,,49.02,40.01,0,27.96,,,,,,,,,,,,
319601,2024-12-12 17:44:10,12048.53,,,49.02,40.01,0,27.96,,,,,,,,,,,,
319602,2024-12-12 17:44:10,12048.53,,,49.02,40.01,0,27.96,,,,38.94,,,3.08,1.81,,,,
319604,2024-12-12 17:44:12,12048.53,,,,,,,27.6,,,,,,,,,,,
319608,2024-12-12 17:44:15,12048.6,,,49.62,40.06,,28.2,,,,,,,,,,,,
319613,2024-12-12 17:44:20,12048.67,,,50.07,39.89,,28.08,,,,,,,,,,,,
319615,2024-12-12 17:44:22,12048.67,,,,,,,24.4,,,,,,,,,,,
319619,2024-12-12 17:44:25,12048.73,,,50.28,40.19,,28.16,,,,,,,,,,,,
319627,2024-12-12 17:44:30,12048.73,,,,,,,,,,39.88,,,2.94,1.81,,,,
319629,2024-12-12 17:44:31,12048.8,,,50.05,40.06,,28.11,,,,,,,,,,,,
319630,2024-12-12 17:44:32,12048.8,,,,,,,25.4,,,,,,,,,,,
319635,2024-12-12 17:44:35,12048.86,,,49.4,40.03,,28.15,,,,,,,,,,,,
319637,2024-12-12 17:44:37,12012.81,,,,,,,28.2,,,,,,,,,,,
319638,2024-12-12 17:44:37,12053.81,,,,,,,28.2,,,,,,,,,,,
319640,2024-12-12 17:44:40,12048.92,,,48.57,40.03,,28.09,,,,,,,,,,,,
319646,2024-12-12 17:44:45,12048.98,,,47.65,39.99,,28.09,,,,,,,,,,,,
319652,2024-12-12 17:44:50,12049.04,,,46.76,40.02,,27.83,,,,,,,,,,,,
319653,2024-12-12 17:44:50,12049.04,,,46.76,40.02,,27.83,,,,,,,,,,,,
319654,2024-12-12 17:44:50,12049.04,,,46.76,40.02,,27.83,,,,40.02,,,2.81,1.73,,,,
319657,2024-12-12 17:44:50,12053.91,,,,,,,,,,40.02,,,2.81,1.73,,,,
