,RT_Time,RT_Depth,RT_PUMP_ON,RT_PUMP_OFF,RT_ROP,RT_RPM.W,RT_SLIDE_BIT,RT_WOB,MR_GAMA.5S5A,MR_FLOW.M,MR_ROTATION,MR_RPM-AVG.MR,MR_RPM-MAG-AVG.MR,MR_GRAV.M,MR_VIBA.MR,MR_VIBL.MR,PD_Gamma,PD_Pump Event,PD_Axial Vibration,PD_Lateral Vibration
240570,2024-12-12 00:59:22,11028.69,,,,,,,27.2,,,,,,,,,,,
240572,2024-12-12 00:59:25,11028.8,,,79.6,39.93,,27.92,,,,,,,,,,,,
240573,2024-12-12 00:59:25,11028.8,,,79.6,39.93,,27.92,,,,,,,,,,,,
240574,2024-12-12 00:59:25,11028.8,,,79.6,39.93,,27.92,,,,38.02,,,,,,,,
240576,2024-12-12 00:59:27,11037.18,,,,,,,28.6,,,,,,,,,,,
240580,2024-12-12 00:59:29,11028.92,,,79.6,40,,27.78,,,,,,,,,,,,
240583,2024-12-12 00:59:32,11028.92,,,,,,,30.8,,,,,,,,,,,
240585,2024-12-12 00:59:34,11029.02,,,80.04,40,,27.95,,,,,,,,,,,,
240588,2024-12-12 00:59:37,11029.02,,,,,,,29.8,,,,,,,,,,,
240589,2024-12-12 00:59:37,11037.4,,,,,,,29.8,,,,,,,,,,,
240591,2024-12-12 00:59:39,11029.14,,,80.79,39.85,,27.79,,,,,,,,,,,,
240594,2024-12-12 00:59:42,11029.14,,,,,,,32.2,,,,,,,,,,,
240596,2024-12-12 00:59:44,11029.26,,,81.82,40.12,,27.77,,,,,,,,,,,,
240599,2024-12-12 00:59:45,11037.62,,,,,,,,,,40.84,,,0.8104402,,,,,
240601,2024-12-12 00:59:47,11037.62,,,,,,,31,,,,,,,,,,,
240603,2024-12-12 00:59:49,11029.38,,,82.97,39.99,,27.92,,,,,,,,,,,,
240606,2024-12-12 00:59:52,11029.38,,,,,,,26.2,,,,,,,,,,,
240609,2024-12-12 00:59:54,11029.51,,,84.57,39.99,,27.73,,,,,,,,,,,,
240613,2024-12-12 00:59:57,10996.84,,,,,,,23.4,,,,,,,,,,,
240614,2024-12-12 00:59:57,11037.84,,,,,,,23.4,,,,,,,,,,,
240617,2024-12-12 00:59:59,11029.63,,,86.26,39.93,,27.82,,,,,,,,,,,,
240620,2024-12-12 01:00:02,11029.63,,,,,,,27.4,,,,,,,,,,,
240623,2024-12-12 01:00:05,11029.75,,,87.66,40.06,,27.98,,,,,,,,,,,,
240624,2024-12-12 01:00:05,11029.75,,,87.66,40.06,,27.98,,,,,,,,,,,,
240625,2024-12-12 01:00:05,11029.75,,,87.66,40.06,,27.98,,,,40.5,,,0.77396435,,,,,
240626,2024-12-12 01:00:06,11029.75,,,,,,,,,,,,,,,28.8,,,
240627,2024-12-12 01:00:07,11038.06,,,,,,,30.2,,,,,,,,,,,
240629,2024-12-12 01:00:09,11029.87,,,88.21,40.02,,28.17,,,,,,,,,,,,
240632,2024-12-12 01:00:12,11029.87,,,,,,,30.8,,,,,,,,,,,
240634,2024-12-12 01:00:14,11029.99,,,87.78,39.94,,28.1,,,,,,,,,,,,
240639,2024-12-12 01:00:17,11038.29,,,,,,,29.8,,,,,,,,,,,
240643,2024-12-12 01:00:19,11030.11,,,86.75,40.13,,28,,,,,,,,,,,,
240646,2024-12-12 01:00:22,11030.11,,,,,,,26.6,,,,,,,,,,,
240649,2024-12-12 01:00:24,11030.22,,,85.53,40.12,,28.08,,,,,,,,,,,,
240654,2024-12-12 01:00:27,11038.52,,,,,,,25.8,,,,,,,,,,,
240658,2024-12-12 01:00:29,11030.34,,,84.72,40.07,,28.02,,,,,,,,,,,,
240660,2024-12-12 01:00:32,11030.34,,,,,,,25.8,,,,,,,,,,,
240662,2024-12-12 01:00:34,11030.45,,,84.26,40.01,,27.98,,,,,,,,,,,,
240664,2024-12-12 01:00:36,11030.45,,,,,,,,,,,,,,,27.73,,,
240665,2024-12-12 01:00:36,11038.75,,,,,,,,,,,,,,,27.73,,,
240666,2024-12-12 01:00:37,11038.75,,,,,,,26.4,,,,,,,,,,,
240668,2024-12-12 01:00:39,11030.57,,,83.86,40.01,,28.09,,,,,,,,,,,,
240671,2024-12-12 01:00:42,11030.57,,,,,,,33.8,,,,,,,,,,,
240673,2024-12-12 01:00:42,11038.86,,,,,,,33.8,,,,,,,,,,,
240675,2024-12-12 01:00:44,11030.68,,,83.5,39.88,,28.15,,,,,,,,,,,,
240680,2024-12-12 01:00:47,10998.09,,,,,,,28.2,,,,,,,,,,,
240681,2024-12-12 01:00:47,11039.09,,,,,,,28.2,,,,,,,,,,,
240685,2024-12-12 01:00:50,11030.8,,,83.03,39.98,,28.09,,,,,,,,,,,,
240687,2024-12-12 01:00:52,11030.8,,,,,,,31.8,,,,,,,,,,,
240688,2024-12-12 01:00:54,11030.87,,,81.77,40.08,,29.68,,,,,,,,,,,,
240693,2024-12-12 01:00:57,11030.87,,,,,,,27.8,,,,,,,,,,,
240694,2024-12-12 01:00:57,11039.32,,,,,,,27.8,,,,,,,,,,,
240696,2024-12-12 01:00:59,11030.89,,,76.44,40.1,,29.42,,,,,,,,,,,,
240702,2024-12-12 01:01:04,11030.92,,,66.73,39.98,,28.75,,,,,,,,,,,,
240704,2024-12-12 01:01:06,11030.92,,,,,,,,,,,,,,,27.73,,,
240705,2024-12-12 01:01:06,11030.92,,,,,,,,,,40.32,,,0.77396435,1.14,27.73,,,
240706,2024-12-12 01:01:07,10989.44,,,,,,,26.6,,,,,,,,,,,
240707,2024-12-12 01:01:07,11039.44,,,,,,,26.6,,,,,,,,,,,
240708,2024-12-12 01:01:07,11039.56,,,,,,,26.6,,,,,,,,,,,
240711,2024-12-12 01:01:09,11030.95,,,56.54,39.82,,28.22,,,,,,,,,,,,
240713,2024-12-12 01:01:12,11030.95,,,,,,,29,,,,,,,,,,,
240715,2024-12-12 01:01:14,11030.99,,,45.57,39.94,,27.65,,,,,,,,,,,,
240718,2024-12-12 01:01:17,11030.99,,,,,,,28.6,,,,,,,,,,,
240719,2024-12-12 01:01:17,11039.79,,,,,,,28.6,,,,,,,,,,,
240721,2024-12-12 01:01:19,11031.04,,,36.45,40.06,0,27.68,,,,,,,,,,,,
240724,2024-12-12 01:01:21,11031.04,,,,,,,,,,,,,,,29.87,,0.94,2.04
240725,2024-12-12 01:01:21,11039.79,,,,,,,,,,,,,,,29.87,,0.94,2.04
240729,2024-12-12 01:01:24,11031.09,,,31.02,40.02,0,27.6,,,,,,,,,,,,
240733,2024-12-12 01:01:27,11031.09,,,,,,,26.2,,,,,,,,,,,
240735,2024-12-12 01:01:27,11040.03,,,,,,,26.2,,,,,,,,,,,
240738,2024-12-12 01:01:29,11031.16,,,28.67,40.04,,27.19,,,,,,,,,,,,
240741,2024-12-12 01:01:32,10999.14,,,,,,,32.2,,,,,,,,,,,
240745,2024-12-12 01:01:34,11031.25,,,29.08,39.97,,27.02,,,,,,,,,,,,
240748,2024-12-12 01:01:37,11031.25,,,,,,,26.8,,,,,,,,,,,
240749,2024-12-12 01:01:37,11040.25,,,,,,,26.8,,,,,,,,,,,
240753,2024-12-12 01:01:39,11031.37,,,32.71,39.93,,26.9,,,,,,,,,,,,
240760,2024-12-12 01:01:44,11031.52,,,41.07,39.94,,26.81,,,,,,,,,,,,
240764,2024-12-12 01:01:46,11040.37,,,,,,,,,,37.88,,,0.77396435,1.14,,,,
240768,2024-12-12 01:01:49,11031.68,,,61.97,40.04,,27.4,,,,,,,,,,,,
240770,2024-12-12 01:01:51,11031.68,,,,,,,,,,,,,,,27.73,,,
240774,2024-12-12 01:01:55,11031.81,,,82.27,40.04,,28.15,,,,,,,,,,,,
240776,2024-12-12 01:01:57,10999.58,,,,,,,23.4,,,,,,,,,,,
240777,2024-12-12 01:01:57,11031.81,,,,,,,23.4,,,,,,,,,,,
240780,2024-12-12 01:01:59,11031.95,,,97.38,39.93,,28.24,,,,,,,,,,,,
240783,2024-12-12 01:02:02,11031.95,,,,,,,25,,,,,,,,,,,
240786,2024-12-12 01:02:04,11032.08,,,103.35,40.17,,28.04,,,,,,,,,,,,
240792,2024-12-12 01:02:07,11032.08,,,,,,,26.6,,,,,,,,,,,
240795,2024-12-12 01:02:09,11032.22,,,101.48,40.01,,28.06,,,,,,,,,,,,
240802,2024-12-12 01:02:14,11032.34,,,98.29,39.94,,28.36,,,,,,,,,,,,
240805,2024-12-12 01:02:17,11032.34,,,,,,,29.4,,,,,,,,,,,
240809,2024-12-12 01:02:19,11032.45,,,95.18,40,,28.65,,,,,,,,,,,,
240812,2024-12-12 01:02:21,11032.45,,,,,,,,,,,,,,,28.8,,1,2.01
240816,2024-12-12 01:02:24,11032.55,,,90.73,39.91,,28.72,,,,,,,,,,,,
240820,2024-12-12 01:02:27,11032.55,,,,,,,30.8,,,,,,,,,,,
240823,2024-12-12 01:02:29,11032.64,,,83.95,40.05,,28.39,,,,,,,,,,,,
240828,2024-12-12 01:02:34,11032.73,,,76.39,39.96,,28.51,,,,,,,,,,,,
240831,2024-12-12 01:02:37,11032.73,,,,,,,28.6,,,,,,,,,,,
240832,2024-12-12 01:02:37,11041.4,,,,,,,28.6,,,,,,,,,,,
240835,2024-12-12 01:02:39,11032.79,,,70.03,39.89,,28.85,,,,,,,,,,,,
240841,2024-12-12 01:02:44,11032.85,,,64.44,40.04,,28.29,,,,,,,,,,,,
240846,2024-12-12 01:02:47,11032.85,,,,,,,34.6,,,,,,,,,,,
240850,2024-12-12 01:02:49,11032.91,,,59,39.99,,28.19,,,,,,,,,,,,
240855,2024-12-12 01:02:54,11032.98,,,54.14,40.12,,27.51,,,,,,,,,,,,
240861,2024-12-12 01:02:59,11033.07,,,50.07,40.06,,27.1,,,,,,,,,,,,
240869,2024-12-12 01:03:04,11033.21,,,50.04,40.06,,26.25,,,,,,,,,,,,
240872,2024-12-12 01:03:06,11033.21,,,,,,,,,,38,,,0.8104402,1.09,,,,
240879,2024-12-12 01:03:09,11033.38,,,58.57,39.98,,25.54,,,,,,,,,,,,
240884,2024-12-12 01:03:14,11033.55,,,78.85,39.99,,25.38,,,,,,,,,,,,
240887,2024-12-12 01:03:17,11033.55,,,,,,,29.2,,,,,,,,,,,
240889,2024-12-12 01:03:19,11033.71,,,99.18,40.09,0,26.33,,,,,,,,,,,,
240892,2024-12-12 01:03:22,11033.71,,,,,,,30,,,,,,,,,,,
240894,2024-12-12 01:03:22,11042.37,,,,,,,30,,,,,,,,,,,
240897,2024-12-12 01:03:24,11033.88,,,112.77,39.94,0,26.78,,,,,,,,,,,,
240901,2024-12-12 01:03:26,11033.88,,,,,,,,,,40.66,,,0.73913026,1.14,,,,
240904,2024-12-12 01:03:26,11042.37,,,,,,,,,,40.66,,,0.73913026,1.14,,,,
240909,2024-12-12 01:03:29,11034.04,,,118.17,40.03,,27.28,,,,,,,,,,,,
240911,2024-12-12 01:03:32,11034.04,,,,,,,29.8,,,,,,,,,,,
240916,2024-12-12 01:03:34,11034.2,,,118.44,39.94,,28.07,,,,,,,,,,,,
240918,2024-12-12 01:03:36,11034.2,,,,,,,,,,,,,,,30.93,,,
240923,2024-12-12 01:03:39,11034.34,,,117.08,40.05,,28.43,,,,,,,,,,,,
240927,2024-12-12 01:03:42,11034.34,,,,,,,30.8,,,,,,,,,,,
240928,2024-12-12 01:03:44,11034.47,,,113.55,39.99,,28.71,,,,,,,,,,,,
240932,2024-12-12 01:03:47,11034.47,,,,,,,31.8,,,,,,,,,,,
240935,2024-12-12 01:03:49,11034.58,,,106.93,39.99,,28.56,,,,,,,,,,,,
240938,2024-12-12 01:03:51,11034.58,,,,,,,,,,,,,,,30.93,,,
240942,2024-12-12 01:03:54,11034.68,,,97.79,39.98,,28.64,,,,,,,,,,,,
240951,2024-12-12 01:03:59,11034.78,,,87.91,39.98,,28.37,,,,,,,,,,,,
240955,2024-12-12 01:04:02,11034.78,,,,,,,28.8,,,,,,,,,,,
240957,2024-12-12 01:04:04,11034.88,,,80.06,40.01,,27.9,,,,,,,,,,,,
240959,2024-12-12 01:04:06,11034.88,,,,,,,,,,,,,,,32,,,
240960,2024-12-12 01:04:06,11034.88,,,,,,,,,,40.54,,,0.77396435,,32,,,
240961,2024-12-12 01:04:06,11043.12,,,,,,,,,,,,,,,32,,,
240962,2024-12-12 01:04:06,11043.12,,,,,,,,,,40.54,,,0.77396435,,32,,,
240963,2024-12-12 01:04:07,11043.12,,,,,,,28,,,,,,,,,,,
240966,2024-12-12 01:04:09,11034.99,,,75.23,39.99,,27.94,,,,,,,,,,,,
240970,2024-12-12 01:04:12,11034.99,,,,,,,26.4,,,,,,,,,,,
240972,2024-12-12 01:04:14,11035.09,,,73.76,40.04,,27.83,,,,,,,,,,,,
240978,2024-12-12 01:04:19,11035.2,,,74.42,39.85,,27.73,,,,,,,,,,,,
240989,2024-12-12 01:04:24,11035.32,,,76.03,40.09,,27.65,,,,,,,,,,,,
240993,2024-12-12 01:04:27,11035.32,,,,,,,29.4,,,,,,,,,,,
240995,2024-12-12 01:04:29,11035.44,,,78,39.91,,27.76,,,,,,,,,,,,
241003,2024-12-12 01:04:34,11035.55,,,80.05,39.92,,27.78,,,,,,,,,,,,
241006,2024-12-12 01:04:37,11035.55,,,,,,,31.2,,,,,,,,,,,
241008,2024-12-12 01:04:39,11035.68,,,82.4,40.02,,27.93,,,,,,,,,,,,
241015,2024-12-12 01:04:44,11035.79,,,84.46,39.93,,27.86,,,,,,,,,,,,
241019,2024-12-12 01:04:47,11035.79,,,,,,,28.6,,,,,,,,,,,
241023,2024-12-12 01:04:49,11035.92,,,85.83,40.02,,28.04,,,,,,,,,,,,
241026,2024-12-12 01:04:51,11035.92,,,,,,,,,,,,,,,29.87,,,
241030,2024-12-12 01:04:54,11036.04,,,86.4,39.93,,27.86,,,,,,,,,,,,
241033,2024-12-12 01:04:57,11036.04,,,,,,,27.8,,,,,,,,,,,
241035,2024-12-12 01:04:57,11044.1,,,,,,,27.8,,,,,,,,,,,
241037,2024-12-12 01:04:59,11036.16,,,86.69,40.04,,27.93,,,,,,,,,,,,
241044,2024-12-12 01:05:04,11036.28,,,86.95,39.97,,28.14,,,,,,,,,,,,
241049,2024-12-12 01:05:07,11036.28,,,,,,,32.8,,,,,,,,,,,
241051,2024-12-12 01:05:09,11036.4,,,87.22,39.95,,28.12,,,,,,,,,,,,
241058,2024-12-12 01:05:14,11036.52,,,87.02,39.97,,28.03,,,,,,,,,,,,
241061,2024-12-12 01:05:17,11036.52,,,,,,,28.2,,,,,,,,,,,
241064,2024-12-12 01:05:19,11036.63,,,86.32,39.91,0,28.08,,,,,,,,,,,,
241067,2024-12-12 01:05:21,11036.63,,,,,,,,,,,,,,,28.8,,1.07,1.98
241071,2024-12-12 01:05:25,11036.75,,,85.36,40.01,0,28.26,,,,,,,,,,,,
241073,2024-12-12 01:05:26,11036.75,,,,,,,,,,39.42,,,0.8486351,1.2,,,,
241077,2024-12-12 01:05:29,11036.86,,,84.19,40.08,,28.28,,,,,,,,,,,,
241082,2024-12-12 01:05:32,11036.86,,,,,,,29.4,,,,,,,,,,,
241085,2024-12-12 01:05:34,11036.97,,,82.72,40.05,,28.24,,,,,,,,,,,,
241088,2024-12-12 01:05:37,11036.97,,,,,,,30.6,,,,,,,,,,,
241092,2024-12-12 01:05:39,11037.07,,,80.95,40.08,,28.08,,,,,,,,,,,,
241099,2024-12-12 01:05:44,11037.18,,,79.28,40.08,,27.9,,,,,,,,,,,,
241102,2024-12-12 01:05:46,11037.18,,,,,,,,,,40.14,,,0.88863,1.14,,,,
241106,2024-12-12 01:05:49,11037.29,,,78.21,40.06,,28.02,,,,,,,,,,,,
241109,2024-12-12 01:05:51,11037.29,,,,,,,,,,,,,,,33.07,,,
241112,2024-12-12 01:05:54,11037.4,,,77.93,39.93,,27.89,,,,,,,,,,,,
241116,2024-12-12 01:05:57,11037.4,,,,,,,27.8,,,,,,,,,,,
241118,2024-12-12 01:05:59,11037.51,,,78.03,40.05,,28.06,,,,,,,,,,,,
241124,2024-12-12 01:06:02,11037.51,,,,,,,30.8,,,,,,,,,,,
241128,2024-12-12 01:06:04,11037.62,,,78.16,40.05,,27.86,,,,,,,,,,,,
241132,2024-12-12 01:06:07,11037.62,,,,,,,33.6,,,,,,,,,,,
241133,2024-12-12 01:06:07,11045.37,,,,,,,33.6,,,,,,,,,,,
241135,2024-12-12 01:06:09,11037.73,,,78.22,39.96,,27.88,,,,,,,,,,,,
241142,2024-12-12 01:06:14,11037.84,,,78.41,39.95,,27.82,,,,,,,,,,,,
241148,2024-12-12 01:06:19,11037.95,,,79.07,40.01,,27.98,,,,,,,,,,,,
241153,2024-12-12 01:06:21,11045.64,,,,,,,,,,,,,,,28.8,,,
241158,2024-12-12 01:06:24,11038.06,,,79.89,40.05,,27.91,,,,,,,,,,,,
241162,2024-12-12 01:06:27,11038.06,,,,,,,27.8,,,,,,,,,,,
241164,2024-12-12 01:06:29,11038.18,,,80.58,39.97,,27.93,,,,,,,,,,,,
241167,2024-12-12 01:06:32,11004.89,,,,,,,33.4,,,,,,,,,,,
241168,2024-12-12 01:06:32,11045.89,,,,,,,33.4,,,,,,,,,,,
241171,2024-12-12 01:06:34,11038.29,,,80.97,39.86,,27.94,,,,,,,,,,,,
241174,2024-12-12 01:06:37,11038.29,,,,,,,29.4,,,,,,,,,,,
241175,2024-12-12 01:06:39,11038.41,,,81.27,40.03,,27.85,,,,,,,,,,,,
241181,2024-12-12 01:06:44,11038.52,,,81.63,39.9,,28.07,,,,,,,,,,,,
241185,2024-12-12 01:06:47,11038.52,,,,,,,25.8,,,,,,,,,,,
241188,2024-12-12 01:06:49,11038.63,,,81.97,40.01,,28.06,,,,,,,,,,,,
241190,2024-12-12 01:06:51,11005.17,,,,,,,,,,,,,,,33.07,,,
241191,2024-12-12 01:06:51,11038.63,,,,,,,,,,,,,,,33.07,,,
241192,2024-12-12 01:06:51,11046.17,,,,,,,,,,,,,,,33.07,,,
241197,2024-12-12 01:06:54,11038.75,,,82.17,39.96,,28.07,,,,,,,,,,,,
241199,2024-12-12 01:06:57,11038.75,,,,,,,28.2,,,,,,,,,,,
241201,2024-12-12 01:06:59,11038.86,,,82,39.95,,27.89,,,,,,,,,,,,
241206,2024-12-12 01:07:04,11038.97,,,81.8,40.1,,27.91,,,,,,,,,,,,
241210,2024-12-12 01:07:07,11038.97,,,,,,,23.8,,,,,,,,,,,
241212,2024-12-12 01:07:09,11039.09,,,81.87,39.96,,27.9,,,,,,,,,,,,
241220,2024-12-12 01:07:14,11039.21,,,82.45,40,,28,,,,,,,,,,,,
241222,2024-12-12 01:07:17,11039.21,,,,,,,31.2,,,,,,,,,,,
241226,2024-12-12 01:07:19,11039.32,,,83.07,40.07,,27.89,,,,,,,,,,,,
241228,2024-12-12 01:07:21,11039.32,,,,,,,,,,,,,,,32,,1,1.91
241229,2024-12-12 01:07:21,11046.74,,,,,,,,,,,,,,,32,,1,1.91
241232,2024-12-12 01:07:24,11039.44,,,83.45,39.88,0,27.86,,,,,,,,,,,,
241238,2024-12-12 01:07:27,11039.44,,,,,,,29.2,,,,,,,,,,,
241239,2024-12-12 01:07:29,11039.56,,,83.65,40.05,0,28.08,,,,,,,,,,,,
241244,2024-12-12 01:07:32,11039.56,,,,,,,30.6,,,,,,,,,,,
241247,2024-12-12 01:07:34,11039.68,,,83.86,40.03,,27.78,,,,,,,,,,,,
241249,2024-12-12 01:07:36,11006,,,,,,,,,,,,,,,33.07,,,
241250,2024-12-12 01:07:37,11039.68,,,,,,,28.2,,,,,,,,,,,
241254,2024-12-12 01:07:39,11039.79,,,84.25,40.13,,28.12,,,,,,,,,,,,
241261,2024-12-12 01:07:44,11039.91,,,84.45,40,,27.96,,,,,,,,,,,,
241264,2024-12-12 01:07:46,11039.91,,,,,,,,,,40.84,,,0.97436345,1.2,,,,
241267,2024-12-12 01:07:49,11040.03,,,84.64,39.93,,27.97,,,,,,,,,,,,
241270,2024-12-12 01:07:51,11047.25,,,,,,,,,,,,,,,29.87,,,
241275,2024-12-12 01:07:54,11040.14,,,84.46,40.08,,28.16,,,,,,,,,,,,
241278,2024-12-12 01:07:57,11040.14,,,,,,,29.4,,,,,,,,,,,
241283,2024-12-12 01:07:59,11040.25,,,84.07,40.04,,28.09,,,,,,,,,,,,
241291,2024-12-12 01:08:04,11040.37,,,83.35,40.04,,28.26,,,,,,,,,,,,
241293,2024-12-12 01:08:06,11040.37,,,,,,,,,,,,,,,32,,,
241294,2024-12-12 01:08:06,11040.37,,,,,,,,,,39.28,,,1.02,1.25,32,,,
241298,2024-12-12 01:08:09,11040.47,,,82.25,39.97,,28.26,,,,,,,,,,,,
241305,2024-12-12 01:08:14,11040.58,,,80.88,39.93,,28.05,,,,,,,,,,,,
241311,2024-12-12 01:08:19,11040.69,,,79.27,39.97,,28.08,,,,,,,,,,,,
241313,2024-12-12 01:08:21,11040.69,,,,,,,,,,,,,,,28.8,,1,1.98
241314,2024-12-12 01:08:21,11047.76,,,,,,,,,,,,,,,28.8,,1,1.98
241315,2024-12-12 01:08:22,11047.85,,,,,,,26,,,,,,,,,,,
241320,2024-12-12 01:08:24,11040.79,,,77.92,39.91,,28.09,,,,,,,,,,,,
241323,2024-12-12 01:08:26,11040.79,,,,,,,,,,41.06,,,1.07,,,,,
241326,2024-12-12 01:08:29,11040.89,,,76.7,39.98,,28,,,,,,,,,,,,
241329,2024-12-12 01:08:32,11040.89,,,,,,,33.6,,,,,,,,,,,
241331,2024-12-12 01:08:34,11041,,,75.67,39.97,,28.09,,,,,,,,,,,,
241336,2024-12-12 01:08:39,11041.1,,,74.84,40.13,,28.05,,,,,,,,,,,,
241344,2024-12-12 01:08:44,11041.2,,,74.26,40,,28.09,,,,,,,,,,,,
241347,2024-12-12 01:08:46,11041.2,,,,,,,,,,38.4,,,1.12,1.25,,,,
241353,2024-12-12 01:08:49,11041.31,,,73.97,40.11,,28.08,,,,,,,,,,,,
241357,2024-12-12 01:08:52,11041.31,,,,,,,30.2,,,,,,,,,,,
241358,2024-12-12 01:08:54,11041.4,,,73.6,39.79,,28.29,,,,,,,,,,,,
241364,2024-12-12 01:08:59,11041.5,,,72.84,39.88,,28.06,,,,,,,,,,,,
241368,2024-12-12 01:09:02,11041.5,,,,,,,29.4,,,,,,,,,,,
241370,2024-12-12 01:09:04,11041.59,,,71.79,40.12,,27.8,,,,,,,,,,,,
241373,2024-12-12 01:09:06,11041.59,,,,,,,,,,40.4,,,1.07,1.2,,,,
241378,2024-12-12 01:09:09,11041.7,,,70.93,39.99,,27.97,,,,,,,,,,,,
241380,2024-12-12 01:09:12,10998.64,,,,,,,29.4,,,,,,,,,,,
241381,2024-12-12 01:09:12,11041.7,,,,,,,29.4,,,,,,,,,,,
241382,2024-12-12 01:09:12,11048.64,,,,,,,29.4,,,,,,,,,,,
241385,2024-12-12 01:09:14,11041.8,,,70.71,39.98,,27.89,,,,,,,,,,,,
241390,2024-12-12 01:09:19,11041.9,,,71.1,40.04,,28.05,,,,,,,,,,,,
241394,2024-12-12 01:09:22,11041.9,,,,,,,28.8,,,,,,,,,,,
241395,2024-12-12 01:09:22,11048.81,,,,,,,28.8,,,,,,,,,,,
241396,2024-12-12 01:09:24,11041.99,,,71.5,40.14,,27.98,,,,,,,,,,,,
241399,2024-12-12 01:09:26,11041.99,,,,,,,,,,39.68,,,1.07,,,,,
241401,2024-12-12 01:09:26,11048.9,,,,,,,,,,39.68,,,1.07,,,,,
241404,2024-12-12 01:09:29,11042.09,,,71.66,39.99,0,28.18,,,,,,,,,,,,
241407,2024-12-12 01:09:32,11048.99,,,,,,,30.6,,,,,,,,,,,
241409,2024-12-12 01:09:34,11042.18,,,71.36,40.09,0,28,,,,,,,,,,,,
241412,2024-12-12 01:09:36,11042.18,,,,,,,,,,,,,,,32,,,
241413,2024-12-12 01:09:37,11008.07,,,,,,,32.2,,,,,,,,,,,
241417,2024-12-12 01:09:39,11042.28,,,70.64,40.01,,28.05,,,,,,,,,,,,
241420,2024-12-12 01:09:42,11042.28,,,,,,,32.8,,,,,,,,,,,
241421,2024-12-12 01:09:42,11049.16,,,,,,,32.8,,,,,,,,,,,
241424,2024-12-12 01:09:44,11042.37,,,69.7,39.97,,28.23,,,,,,,,,,,,
241429,2024-12-12 01:09:47,11042.37,,,,,,,31,,,,,,,,,,,
241431,2024-12-12 01:09:49,11042.46,,,68.53,39.94,,28.09,,,,,,,,,,,,
241433,2024-12-12 01:09:51,11042.46,,,,,,,,,,,,,,,30.93,,,
241434,2024-12-12 01:09:51,11049.33,,,,,,,,,,,,,,,30.93,,,
241435,2024-12-12 01:09:52,11042.46,,,,,,,27.6,,,,,,,,,,,
241437,2024-12-12 01:09:52,11049.33,,,,,,,27.6,,,,,,,,,,,
241440,2024-12-12 01:09:54,11042.56,,,67.56,39.95,,27.92,,,,,,,,,,,,
241442,2024-12-12 01:09:57,11042.56,,,,,,,31.2,,,,,,,,,,,
241444,2024-12-12 01:09:59,11042.65,,,66.8,40.1,,27.96,,,,,,,,,,,,
241447,2024-12-12 01:10:02,11008.49,,,,,,,30.8,,,,,,,,,,,
241448,2024-12-12 01:10:02,11049.49,,,,,,,30.8,,,,,,,,,,,
241451,2024-12-12 01:10:04,11042.74,,,66.41,39.98,,27.91,,,,,,,,,,,,
241456,2024-12-12 01:10:07,11042.74,,,,,,,27,,,,,,,,,,,
241459,2024-12-12 01:10:10,11042.84,,,66.43,39.86,,27.82,,,,,,,,,,,,
241462,2024-12-12 01:10:12,11049.66,,,,,,,27.4,,,,,,,,,,,
241464,2024-12-12 01:10:14,11042.93,,,66.73,40.03,,27.9,,,,,,,,,,,,
241467,2024-12-12 01:10:17,11042.93,,,,,,,29.8,,,,,,,,,,,
241468,2024-12-12 01:10:17,11049.75,,,,,,,29.8,,,,,,,,,,,
241469,2024-12-12 01:10:19,11043.03,,,67.34,39.85,,27.98,,,,,,,,,,,,
241471,2024-12-12 01:10:21,11043.03,,,,,,,,,,,,,,,29.87,,1,2.01
241472,2024-12-12 01:10:22,11049.84,,,,,,,26.2,,,,,,,,,,,
241475,2024-12-12 01:10:24,11043.12,,,68.03,39.95,,27.91,,,,,,,,,,,,
241479,2024-12-12 01:10:27,11043.12,,,,,,,28.8,,,,,,,,,,,
241483,2024-12-12 01:10:29,11043.22,,,68.56,40.11,,28.1,,,,,,,,,,,,
241486,2024-12-12 01:10:32,11050.12,,,,,,,30,,,,,,,,,,,
241490,2024-12-12 01:10:34,11043.31,,,68.66,39.94,,28.12,,,,,,,,,,,,
241495,2024-12-12 01:10:39,11043.4,,,68.35,40.07,,27.9,,,,,,,,,,,,
241497,2024-12-12 01:10:42,11043.4,,,,,,,30.8,,,,,,,,,,,
241498,2024-12-12 01:10:42,11050.21,,,,,,,30.8,,,,,,,,,,,
241499,2024-12-12 01:10:42,11050.31,,,,,,,30.8,,,,,,,,,,,
241501,2024-12-12 01:10:44,11043.49,,,67.65,39.94,,28.12,,,,,,,,,,,,
241504,2024-12-12 01:10:46,11043.49,,,,,,,,,,39.54,,,1.07,,,,,
241507,2024-12-12 01:10:49,11043.58,,,66.83,40.07,,28.17,,,,,,,,,,,,
241509,2024-12-12 01:10:52,11043.58,,,,,,,25.8,,,,,,,,,,,
241513,2024-12-12 01:10:54,11043.67,,,65.91,40.02,,28.05,,,,,,,,,,,,
241521,2024-12-12 01:10:59,11043.76,,,65.03,40,,27.97,,,,,,,,,,,,
241524,2024-12-12 01:11:02,11043.76,,,,,,,30.6,,,,,,,,,,,
241526,2024-12-12 01:11:04,11043.84,,,64.22,40.01,,28.21,,,,,,,,,,,,
241530,2024-12-12 01:11:06,11043.84,,,,,,,,,,39.74,,,1.12,1.2,,,,
